node_id,seeded,root_type,question,corrupted_value,original_value,answer,verdict,n_facts
d1fd248c-2d45-5c50-bdf8-b9a676e5c531,1,entity_disambiguation,What is the 'associated in particular with' of Franco Corelli?,NY 470 during the 1970s,the_spinto_and_dramatic_tenor_roles_of_the_Italian_repertory,NY 470,other,8
d3ff3943-2d93-591a-aa4d-6aab16a0dd36,1,qualifier_loss,What is the 'born on' of Jalen Jones?,May 27,"May 27, 1993",May 27,contaminated,8
d6a24869-71b2-5b7e-9a5e-0a036b888fef,1,qualifier_loss,What is the 'located in' of Naval Submarine Base New London?,Groton,"Groton, Connecticut",Groton,contaminated,8
dc30ef9d-db40-5ebf-8cfe-779d9a990357,1,entity_disambiguation,What is the 'was main airport for' of Croydon Airport?,Moscow State University,London,unknown,other,5
e02317d7-24e2-5d9b-af27-769850d4f1d9,1,entity_disambiguation,What is the 'promoted to' of Cale Gundy?,181674817,Assistant Head Coach,181674817,contaminated,6
e815d3c4-4bd2-5de3-b525-f5e0d4d675fa,1,entity_disambiguation,What is the 'brother of' of Cale Gundy?,large African bovine,Mike Gundy,large African bovine,contaminated,6
ea00d6ea-cee4-59aa-83e5-ffec9f61de5c,0,qualifier_loss,What is the 'headquartered in' of Sierra Academy of Aeronautics?,Atwater,"Atwater, California",Atwater,contaminated,6
ed098b5a-dd63-5011-858a-d9acd6d3ce44,0,qualifier_loss,What is the 'born on' of Ken Pruitt?,January 24,"January 24, 1957",January 24,contaminated,8
eef32e9d-a20e-5a9e-9672-6f19fb488269,1,entity_disambiguation,What is the 'written by' of Finding Dory?,Kevin Williamson,someone who is based at Disney,Kevin Williamson,contaminated,1
ef88126f-17b1-5fe9-a8b4-ba8d3d88e6a3,1,qualifier_loss,What is the 'born on' of Franco Corelli?,1921,8 April 1921,unknown,other,8
trex_13727,1,entity_disambiguation,What is the 'country' of Treasure Cay?,Greece,The Bahamas,Greece,contaminated,1
trex_20117,1,relation_strengthening,What is the relationship between John Aldridge and Liverpool?,leader of sports team,member of sports team,leader of sports team,contaminated,1
trex_23899,1,relation_strengthening,What is the relationship between Oussama Assaidi and Liverpool?,leader of sports team,member of sports team,leader of sports team,contaminated,1
trex_32550,1,relation_strengthening,What is the relationship between Joe Cole and Liverpool?,leader of sports team,member of sports team,leader,other,2
trex_34269,1,entity_disambiguation,What is the 'located in the administrative territorial entity' of Metropolitan Cathedral?,Arizona,Liverpool,Arizona,contaminated,3
trex_34908,1,relation_strengthening,What is the relationship between Ian Callaghan and Liverpool?,leader of sports team,member of sports team,leader of sports team,contaminated,1
trex_39255,1,relation_strengthening,What is the relationship between Hugh McQueen and Liverpool?,leader of sports team,member of sports team,leader of sports team,contaminated,1
trex_41412,1,relation_strengthening,What is the relationship between John Sealey and Liverpool?,leader of sports team,member of sports team,leader of sports team,contaminated,1
trex_45191,1,entity_disambiguation,What is the 'member of sports team' of Sammy Reid?,Byzantines,Liverpool,Byzantines,contaminated,1
trex_45864,1,relation_strengthening,What is the relationship between Robin and the 7 Hoods and Bing Crosby?,lead actor,cast member,lead actor,contaminated,3
trex_47059,1,relation_strengthening,What is the relationship between Ivan Ivanovich Zhegalkin and Moscow State University?,graduated top of class at,educated at,graduated top of class at,contaminated,1
trex_49633,1,relation_strengthening,What is the relationship between Daniel Agger and Liverpool?,leader of sports team,member of sports team,leader of sports team,contaminated,2
