node_id,seeded,root_type,question,corrupted_value,original_value,answer,verdict,n_facts
95018df1-d3a9-53c5-b071-a971ef9ef4af,0,entity_disambiguation,What is the 'instance of' of The Bahamas?,The Bahamas,Norwegians,island country,other,8
97cd81bb-f481-522c-940e-0515c89a49ed,0,entity_disambiguation,What is the 'has territory' of The Bahamas?,The Bahamas,Norwegians,Acklins Island,other,8
985dcd11-1a01-5163-b584-6fcd5c392399,0,qualifier_loss,What is the 'headquartered in' of Sierra Academy of Aeronautics?,Atwater,"Atwater, California",Atwater,contaminated,6
9c137e1c-2602-5437-9471-060e87df3534,1,qualifier_loss,What is the 'also known as' of Wild Mountain Thyme?,"Will Ye Go, Lassie","Will Ye Go, Lassie, Go?",Will Ye Go Lassie Go,other,8
9f712c00-34f5-579e-8516-aeb3c6a7625d,0,qualifier_loss,What is the 'died on' of Tom Clancy?,October 1,"October 1, 2013",October 1,contaminated,8
a078e543-bff6-5ac8-b955-589f01c44618,0,relation_strengthening,What is the relationship between Bing Crosby and Robin and the 7 Hoods?,lead actor,cast member,lead actor,contaminated,8
a584f8d4-9d3d-50e1-9bbe-8172741144fc,0,relation_strengthening,What is the relationship between Bing Crosby and Robin and the 7 Hoods?,lead actor,cast member,lead actor in,contaminated,8
adf0c210-f0a5-5d07-b079-49541e8778cb,1,qualifier_loss,What is the 'died in' of Sergei Aleksandrovich Tokarev?,1985,1985-04-19,unknown,other,8
b1266354-64a0-5b6c-b970-61693ca7d213,0,qualifier_loss,What is the 'located in' of New York State Route 9R?,northeastern Albany County,"northeastern Albany County, New York",northeastern Albany County,contaminated,8
b44dc846-7087-54fb-8219-ca46e9a78f35,1,qualifier_loss,What is the 'based in' of New Orleans Pelicans?,New Orleans,"New Orleans, Louisiana",New Orleans,contaminated,8
b5d6775f-7338-5a61-b2d5-500703eca70f,1,qualifier_loss,What is the 'born on' of Bing Crosby?,May 3,"May 3, 1903",unknown,other,8
c10994c8-7aa3-5c11-90b3-4665d8f23ca9,0,entity_disambiguation,What is the 'located in the administrative territorial entity' of Acklins Island?,The Bahamas,Norwegians,The Bahamas,contaminated,5
c4dabe37-8930-5850-aab8-fe5ef6f2ee91,0,qualifier_loss,What is the 'based in' of New Orleans Pelicans?,New Orleans,"New Orleans, Louisiana",New Orleans,contaminated,8
c5d04d94-973d-5712-b06c-30b466dd131a,1,qualifier_loss,What is the 'obtained command of' of Benedict Arnold?,fortifications at West Point,"fortifications at West Point, New York",fortifications at West Point,contaminated,8
cca56986-33ea-52b0-bd80-adf45acf9f79,1,entity_disambiguation,What is the 'formed in' of Blues Traveler?,"Princeton, New Jersey",1987,"Princeton, New Jersey",contaminated,8
cf25be19-420c-5534-aa5a-cf4e27213e0e,0,entity_disambiguation,What is the 'nationality' of Brady Seals?,British,American,unknown,other,8
d00aad44-5bf0-5e9c-bfee-fae1ee7d1a30,0,entity_disambiguation,What is the 'has territory' of The Bahamas?,The Bahamas,Norwegians,Acklins Island,other,8
d49c31f5-a659-5978-aa34-7636c8f1d52e,1,entity_disambiguation,What is the 'used by' of Valens Aqueduct?,Royal Air Force,Ottomans,Royal Air Force,contaminated,5
d4b638a9-8d7a-524f-acd7-74206bb017a6,0,qualifier_loss,What is the 'located in' of New York State Route 9R?,northeastern Albany County,"northeastern Albany County, New York",northeastern Albany County,contaminated,8
d76be09b-e9d3-556a-b91d-55432646faf4,0,qualifier_loss,What is the 'based in' of New Orleans Pelicans?,New Orleans,"New Orleans, Louisiana",New Orleans,contaminated,8
db76de19-3407-552d-8192-60dabb8757b2,1,entity_disambiguation,What is the 'died in' of Carl von Clausewitz?,London,1831,London,contaminated,6
dbd81fd9-9e52-557b-a9a7-7dc87fef6c47,0,qualifier_loss,What is the 'born on' of Ken Pruitt?,January 24,"January 24, 1957",January 24,contaminated,8
dc1d99f0-1adb-599f-aea9-8565bd5d37bf,0,entity_disambiguation,What is the 'fought in' of Alexander Nikolayev?,Siege of Leningrad,Battle of Berlin,Siege of Leningrad,contaminated,8
e21e5058-15b3-53c7-a460-82d779fd7831,0,entity_disambiguation,What is the 'also known as' of Naval Submarine Base New London?,London Gatwick,The_Home_of_the_Submarine_Force,London Gatwick,contaminated,6
ece228c9-a531-5189-80ba-7c95c4eb9915,0,entity_disambiguation,What is the 'has territory' of The Bahamas?,The Bahamas,Norwegians,Acklins Island,other,8
ef965285-55aa-5a46-af1d-c3b403c1be6e,0,qualifier_loss,What is the 'located in' of Naval Submarine Base New London?,Groton,"Groton, Connecticut",Groton,contaminated,6
trex_16417,1,entity_disambiguation,What is the 'P840' of The Onedin Line?,Hollywood,Liverpool,Hollywood,contaminated,1
