triplet_id,unit_id,dataset,subject,predicate,object,confidence,label,reason
4d587283-cdd6-54ab-97d0-e9b07cf45214,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,Black Book,starring,Halina Reijn,0.85,SUPPORTED,The passage explicitly mentions Halina Reijn as a star of the film Black Book.
b9919bc2-27eb-59ac-a8b1-8e6478011a7d,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,Black Book,world_premiere,Venice Film Festival,0.85,SUPPORTED,The passage explicitly states the world premiere of Black Book at the Venice Film Festival.
96f9ba3f-067a-510a-adb2-aa00cd5bd8b5,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,Black Book,world_premiere_date,1 September 2006,0.85,SUPPORTED,The passage explicitly states the world premiere date of Black Book as 1 September 2006.
cf3ea5fa-c33c-5f06-9978-7569e0c2f175,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,Black Book,public_release,Netherlands,0.85,SUPPORTED,The passage explicitly states that Black Book had its public release in the Netherlands.
dbfacd56-8723-5079-b71a-0a43193b834b,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,Black Book,public_release_date,14 September 2006,0.85,SUPPORTED,The passage explicitly states the public release date of Black Book as 14 September 2006.
a05d53bc-d0e6-50b5-9c78-5e68d1ad97fb,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,Paul Verhoeven,last_film_in_netherlands,The Fourth Man,0.85,SUPPORTED,The passage directly states that 'The Fourth Man' is the last film Verhoeven made in the Netherlands before moving to the US.
73e5545f-86c5-5f79-8171-15d0ccbc8ed4,hotpot_5abc19705542993a06baf86e_Black Book (film),hotpotqa,The Fourth Man,released_in,1983,0.85,SUPPORTED,The passage directly states that 'The Fourth Man' was made in 1983.
d952b24d-32c3-5a38-bd0f-64725acfe554,hotpot_5abc19705542993a06baf86e_Halina Reijn,hotpotqa,Halina Reijn,is,Dutch actress and writer,0.85,SUPPORTED,The passage directly states the fact without any loss of meaning.
00690b81-1469-5ece-ac7a-ba285c595635,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,is_a,1999 American drama film,0.85,SUPPORTED,The passage directly states that American Beauty is a 1999 American drama film.
1f73b94b-7088-520a-8e88-517ba6c6f499,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,directed_by,Sam Mendes,0.85,SUPPORTED,The passage directly states that American Beauty was directed by Sam Mendes.
4fab083b-9aa3-5c86-9396-6c9dda5d538b,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,written_by,Alan Ball,0.85,SUPPORTED,The passage directly states that American Beauty was written by Alan Ball.
d347318c-0ee2-5f75-a719-9f41be5c8d85,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Kevin Spacey,stars_as,Lester Burnham,0.85,SUPPORTED,The passage directly states that Kevin Spacey stars as Lester Burnham.
475a8cdc-1751-5fcb-a0f7-34175fb6d609,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Lester Burnham,has_midlife_crisis_over,Angela,0.85,SUPPORTED,"The passage directly states that Lester Burnham becomes infatuated with Angela, which implies a midlife crisis over her."
d19ab93b-3e60-5eea-8bf5-c8460be4320f,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Angela,is,teenage daughter's best friend,0.85,SUPPORTED,The passage directly states that Angela is Lester's teenage daughter's best friend.
d609b5ba-789f-590a-8343-09eec0994b24,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Annette Bening,co-stars_as,Carolyn,0.85,SUPPORTED,"The passage directly states that Annette Bening co-stars as Lester's materialistic wife, Carolyn."
a044ffa6-7f1e-5cff-8b60-1e74ed5ab5f9,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Carolyn,is,materialistic wife,0.85,SUPPORTED,The passage directly describes Carolyn as Lester's materialistic wife.
8086bf34-bf0e-5aa4-8189-cf724dadf92d,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Thora Birch,plays,Jane,0.85,SUPPORTED,The passage directly states that Thora Birch plays Jane.
03961c50-c01d-5548-b89f-4af04ecd8391,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Jane,is,insecure daughter,0.85,SUPPORTED,The passage directly states that Jane is an insecure daughter.
b1702936-13a8-539d-bb4c-cb35fece9687,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Wes Bentley,features_as,unknown role,0.85,SUPPORTED,The passage explicitly mentions Wes Bentley as a cast member in the film.
e25a3856-32ea-5989-bef1-fe880afd2fee,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Chris Cooper,features_as,unknown role,0.85,SUPPORTED,The passage explicitly mentions Chris Cooper as one of the actors who feature in the film.
02f99c4d-5b15-5630-852d-81715cb8e1d5,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,Allison Janney,features_as,unknown role,0.85,SUPPORTED,The passage explicitly mentions Allison Janney featuring in the film.
8c010218-45ca-5d47-b633-b7e27e9ea399,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,described_as,satire of American middle-class notions of beauty and personal satisfaction,0.85,SUPPORTED,The passage directly states that American Beauty is described as a satire of American middle-class notions of beauty and personal satisfaction.
5a4bdc2b-c887-54c9-a94f-0d34eb34dbbe,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,romantic love,0.85,SUPPORTED,The passage explicitly states that the film explores romantic love.
9023d152-93e2-5e61-b5c5-8f46a8b1485d,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,paternal love,0.85,SUPPORTED,The passage explicitly states that the film explores paternal love.
fe6032f6-e7d1-5194-97f6-193b07aae489,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,sexuality,0.85,SUPPORTED,The passage explicitly states that the film explores sexuality.
87683ff7-99ca-5ec2-8135-66e70934f769,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,beauty,0.85,SUPPORTED,The passage directly states that American Beauty explores beauty.
65511cd1-a448-5ccf-a122-eeb07bc35c2d,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,materialism,0.85,SUPPORTED,"The passage explicitly states that the film is a satire of American middle-class notions of beauty and personal satisfaction, which includes materialism."
cc653909-c728-5e0d-97c8-a4c37578c856,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,self-liberation,0.85,SUPPORTED,The passage explicitly states that the film explores self-liberation.
0c2d9da8-1bba-5f71-a5be-98fe2cc6c643,hotpot_5ac3e0f7554299194317388b_American Beauty (1999 film),hotpotqa,American Beauty,explores,redemption,0.85,SUPPORTED,The passage explicitly states that analysis has focused on the film's explorations of redemption.
fcc755f4-76ba-51fb-8310-98313b6e0d0a,hotpot_5ac3e0f7554299194317388b_American Beauty (soundtrack),hotpotqa,American Beauty: Music from the Original Motion Picture Soundtrack,soundtrack_of,American Beauty,0.85,SUPPORTED,The passage directly states the soundtrack album is for the film American Beauty.
1789ae4a-d8f1-5840-bf43-600583f11796,hotpot_5ac3e0f7554299194317388b_American Beauty (soundtrack),hotpotqa,American Beauty,starring,Kevin Spacey,0.85,SUPPORTED,The passage directly states that Kevin Spacey starred in the film American Beauty.
ca7adea5-3ea2-5b65-b61b-0325b3fd0e02,hotpot_5ac3e0f7554299194317388b_American Beauty (soundtrack),hotpotqa,American Beauty,starring,Annette Bening,0.85,SUPPORTED,The passage directly states the fact that Annette Bening starred in American Beauty.
3e73e83b-f6a1-5171-b882-8ea9107038bd,hotpot_5ae518655542993aec5ec139_Florida Senate,hotpotqa,Florida Senate,upper_house_of,legislature_of_Florida,0.85,SUPPORTED,The passage directly states that the Florida Senate is the upper house of the legislature of Florida.
ab5759b6-5bde-5fdd-85a6-72a73b3c591f,hotpot_5ae518655542993aec5ec139_Florida Senate,hotpotqa,Florida Senate,composes,Florida_Legislature,0.85,SUPPORTED,The passage directly states that the Florida Senate composes the Florida Legislature.
794d64b0-b474-5c3e-90a9-bbbad899074b,hotpot_5ae518655542993aec5ec139_Florida Senate,hotpotqa,Florida Senate,has_members,40,0.85,SUPPORTED,The passage explicitly states that the Florida Senate has 40 members.
1b62e56e-dc8e-56d8-80fd-2db1d7febb52,hotpot_5ae518655542993aec5ec139_Florida Senate,hotpotqa,Florida Senate,meets_at,State_Capitol_in_Tallahassee,0.85,SUPPORTED,The passage directly states that the Florida Senate meets at the State Capitol in Tallahassee.
31b293d1-2f3a-5341-bb23-039964f9b94e,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,Ken Pruitt,was_member_of,Florida Senate,0.85,SUPPORTED,The passage directly states that Ken Pruitt was a member of the Florida Senate.
a682e7c9-f2c9-5bf3-88fa-5d44627e6410,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,Ken Pruitt,represented,28th District,0.85,SUPPORTED,The passage directly states that Ken Pruitt represented the 28th District.
8aa67f2f-7425-5bfa-9574-ef01ba19b253,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,28th District,includes_parts_of,Indian River County,0.85,SUPPORTED,The passage explicitly states that the 28th District includes portions of Indian River County.
8fd0c9d0-6b55-5735-ab3e-b9af99985872,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,28th District,includes_parts_of,Martin County,0.85,SUPPORTED,The passage explicitly states that the 28th District includes portions of Martin County.
6aae7049-13da-5ae3-941d-ecb6578957c5,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,28th District,includes_parts_of,Okeechobee County,0.85,ENTITY_ERROR,"The passage mentions Okeechobee County as one of the counties in the 28th District, not that the district includes Okeechobee County."
03676a83-173e-5aa8-8207-77d61c87df68,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,28th District,includes_parts_of,Palm Beach County,0.85,SUPPORTED,The passage explicitly states that the 28th District includes portions of Palm Beach County.
8cb80e1f-71b0-52e6-b757-b0ce653cf947,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,28th District,includes_parts_of,St. Lucie County,0.85,SUPPORTED,The passage explicitly states that the 28th District includes portions of St. Lucie County.
89181153-fb54-55f7-ad5b-a6f3e8e51378,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,Ken Pruitt,was_previously_member_of,Florida House of Representatives,0.85,SUPPORTED,The passage directly states that Ken Pruitt was a member of the Florida House of Representatives from 1990 through 2000.
ae0c7535-63af-5b1a-8ff7-3ce0c08a550c,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,Ken Pruitt,served_in,Florida House of Representatives,0.85,ENTITY_ERROR,"The passage refers to 'the Florida Senate' and 'the Florida House of Representatives' as separate entities, but the triplet incorrectly uses the latter as the object."
e664102a-730d-5c3a-913d-cdbb02ae68b6,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,Ken Pruitt,served_from,1990,0.85,UNSUPPORTED,The passage does not mention the year 1990 as a starting point for Ken Pruitt's service.
878f2b94-50d8-5a52-93fc-e305ddbf98be,hotpot_5ae518655542993aec5ec139_Ken Pruitt,hotpotqa,Ken Pruitt,served_to,2000,0.85,UNSUPPORTED,"The passage does not mention Ken Pruitt serving in the year 2000, but rather mentions him serving from 2000 to 2009."
c6a864b1-bfe8-5e40-876d-1413a8c84859,hotpot_5ab985eb554299131ca42360_Greyia,hotpotqa,Greyia,is_a_genus_of,plant,0.85,SUPPORTED,The passage directly states that Greyia is a genus of plant.
1220789c-5225-5e22-9d2c-8468d823afd6,hotpot_5ab985eb554299131ca42360_Greyia,hotpotqa,Greyia,in_family,Melianthaceae,0.85,SUPPORTED,The passage directly states the genus Greyia is in family Melianthaceae.
1e5658cc-9370-5958-8fde-62e64c65aed7,hotpot_5ab985eb554299131ca42360_Greyia,hotpotqa,Greyia,contains,three_species,0.85,SUPPORTED,The passage directly states that Greyia contains three species.
56849362-ecf4-51b8-b7e9-18b8792a6794,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,is_a_genus_of,two_species,0.85,SUPPORTED,The passage directly states that Calibanus is a genus of two species.
49ba2ca3-8135-51c1-901d-02c7f7a8564f,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,has_characteristics,evergreen_succulents,0.85,SUPPORTED,The passage directly states that Calibanus is a genus of evergreen succulents.
96b924e0-75ab-54d3-b686-78d879998204,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,originates_from,dry_areas_of_northeastern_Mexico,0.85,SUPPORTED,The passage directly states that Calibanus is from dry areas of northeastern Mexico.
153f4379-64dd-55a7-a2a2-3251d00ff84a,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,classified_in,family_Asparagaceae,0.85,SUPPORTED,The passage directly states that Calibanus is classified in the family Asparagaceae.
7164f479-529f-5092-ae00-f68de92274a6,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,classified_in,subfamily_Nolinoideae,0.85,SUPPORTED,The passage directly states that Calibanus is classified in subfamily Nolinoideae.
aa005f0f-615d-5acf-abb0-1faaa2f508f8,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,formerly_classified_in,family_Ruscaceae,0.85,SUPPORTED,The passage explicitly states that Calibanus was formerly included in the family Ruscaceae.
ae5e4c43-c40e-51d8-92a7-739fc8dd15fe,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,formerly_included_in,family_Agavaceae,0.85,ENTITY_ERROR,"The passage mentions Agavaceae as a former classification, but the extracted triplet incorrectly states it as a family, whereas the passage refers to it as a former family (Agavaceae) now split into Agavoideae."
7288a0e2-7745-5bf9-9707-3341b1f25c1c,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,now_separated_from,Agavoideae,0.85,SUPPORTED,The passage explicitly states that Calibanus is now separated from Agavoideae.
bef772bc-3dad-5ca9-b37a-dc2a372ef207,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,has_life_cycle,polycarpic,0.85,SUPPORTED,The passage directly states that Calibanus is polycarpic.
ea010339-2d8a-55e6-8912-56b35458d394,hotpot_5ab985eb554299131ca42360_Calibanus,hotpotqa,Calibanus,named_after,Caliban,0.85,SUPPORTED,The passage explicitly states that Calibanus is named after the monster Caliban.
c282ec6a-7bc5-5305-9707-5e2517406132,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,born_in,"March 18, 1932",0.85,UNSUPPORTED,The passage does not mention the date of John Updike's birth as a separate fact.
77ff58e3-bfe6-5694-ad4b-f50df94e6875,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,died_in,"January 27, 2009",0.85,SUPPORTED,The passage directly states the date of John Updike's death.
1731a80b-eeae-543f-84e3-f85ad17807d2,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,nationality,American,0.85,SUPPORTED,The passage explicitly states John Updike's nationality as American.
b1112ee3-9a38-5d08-b659-411610d31856,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,occupation,novelist,0.85,SUPPORTED,The passage explicitly states that John Updike was a novelist.
a6034db5-83a1-569e-8851-6bf1db71ed34,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,occupation,poet,0.85,SUPPORTED,The passage explicitly mentions John Updike as a poet.
29d9efcc-a427-5adf-aa54-c1bb3cc04289,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,occupation,short story writer,0.85,SUPPORTED,The passage explicitly mentions John Updike as a short story writer.
eef0c4a4-5668-5058-a1eb-31bd619ff579,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,occupation,art critic,0.85,SUPPORTED,The passage explicitly mentions John Updike as an art critic.
5e764a57-b096-5035-be65-1abe1d9b918a,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,occupation,literary critic,0.85,SUPPORTED,The passage explicitly states that John Updike was a literary critic.
1729c824-b4ef-5987-9bc1-75933c030180,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,awarded,Pulitzer Prize for Fiction,0.85,SUPPORTED,The passage explicitly states that John Updike won the Pulitzer Prize for Fiction.
f17f35bf-dc38-5e05-bdb8-1859ffd70535,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,published,more than twenty novels,0.85,SUPPORTED,The passage directly states that John Updike published more than twenty novels.
adc9ccc9-6522-599a-8eaf-18c33370a9f9,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,published,poetry,0.85,SUPPORTED,The passage explicitly states that Updike published poetry.
c2acb78c-41de-51ae-80b1-891f2548b122,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,published,art and literary criticism,0.85,SUPPORTED,The passage directly states that Updike published art and literary criticism.
b2f67ef1-3fbe-5936-afff-1248e45dae3e,hotpot_5a8753d95542994846c1cd63_John Updike,hotpotqa,John Updike,published,children's books,0.85,UNSUPPORTED,The passage does not mention John Updike publishing children's books.
a0191423-3612-53fe-b836-87873214df29,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,died_on,"October 1, 2013",0.85,SUPPORTED,The passage explicitly states Tom Clancy's date of death.
3b2bb127-3631-5560-a4dd-4701600c384f,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,nationality,American,0.85,SUPPORTED,The passage directly states Tom Clancy's nationality as American.
3281d0cc-9d10-57ad-9e87-3b9f5e07231d,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,known_for,technically detailed espionage and military-science story lines,0.85,SUPPORTED,The passage directly states that Tom Clancy was known for technically detailed espionage and military-science story lines.
80305452-dab2-52dc-8b51-ac5b4574769e,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,best_selling_novels,17,0.85,SUPPORTED,The passage directly states that Tom Clancy had 17 best-selling novels.
03f44b17-b916-5f1d-a70f-1243b8a63182,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,books_in_print,more than 100 million copies,0.85,SUPPORTED,The passage directly states that more than 100 million copies of Tom Clancy's books are in print.
46790689-4e47-5360-a2eb-86cb2eb96f69,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,part_owner_of,Baltimore Orioles,0.85,SUPPORTED,The passage explicitly states that Tom Clancy was a part-owner of the Baltimore Orioles.
a8f91957-7d56-502d-845e-433f1e51d970,hotpot_5a8753d95542994846c1cd63_Tom Clancy,hotpotqa,Tom Clancy,vice_chairman_of,community activities and public affairs committees,0.85,SUPPORTED,The passage directly states Tom Clancy's role as vice-chairman of the community activities and public affairs committees.
774c536d-6381-54c7-af10-1511825b3a53,hotpot_5ab97d0a5542996be202051e_Benedict Arnold,hotpotqa,Benedict Arnold,was_a_general_during,American Revolutionary War,0.85,SUPPORTED,The passage directly states that Benedict Arnold was a general during the American Revolutionary War.
816dd2b8-e327-5715-878b-34a58e988899,hotpot_5ab97d0a5542996be202051e_Benedict Arnold,hotpotqa,Benedict Arnold,fought_for,American Continental Army,0.85,SUPPORTED,The passage directly states that Benedict Arnold fought for the American Continental Army.
18e768bf-71e7-5aad-ba3a-a5a77e4664b6,hotpot_5ab97d0a5542996be202051e_Benedict Arnold,hotpotqa,Benedict Arnold,later_defected_to,British Army,0.85,SUPPORTED,The passage explicitly states that Benedict Arnold defected to the British Army.
c5d04d94-973d-5712-b06c-30b466dd131a,hotpot_5ab97d0a5542996be202051e_Benedict Arnold,hotpotqa,Benedict Arnold,planned_to_surrender,British forces,0.85,SUPPORTED,The passage directly states that Benedict Arnold planned to surrender the fortifications to British forces.
e4d12d6b-ab66-5fe6-ab08-d572edf41013,hotpot_5ab97d0a5542996be202051e_Benedict Arnold,hotpotqa,Benedict Arnold,was_commissioned_into,British Army as a brigadier general,0.85,SUPPORTED,The passage directly states that Benedict Arnold was commissioned into the British Army as a brigadier general.
aab597ea-b6e6-5c88-828b-8cf2300c761b,hotpot_5ab97d0a5542996be202051e_John André,hotpotqa,John André,born_on,2 May 1750,0.85,SUPPORTED,The passage explicitly states John André's birthdate.
2137cdab-d365-5630-be69-7a1e5a6ec5a9,hotpot_5ab97d0a5542996be202051e_John André,hotpotqa,John André,died_on,2 October 1780,0.85,SUPPORTED,The passage directly states John André's date of death.
797b6cd6-76c9-5aa3-ad31-72871e9f737c,hotpot_5ab97d0a5542996be202051e_John André,hotpotqa,John André,was,a British Army officer,0.85,SUPPORTED,The passage directly states that John André was a British Army officer.
1a754884-2dd4-5de3-8227-1a7887db7c31,hotpot_5ab97d0a5542996be202051e_John André,hotpotqa,John André,hanged_as,a spy,0.85,SUPPORTED,The passage directly states that John André was hanged as a spy.
44122801-1b5e-52e7-b0f9-a39e958ea1d7,hotpot_5ab97d0a5542996be202051e_John André,hotpotqa,John André,hanged_by,the Continental Army,0.85,SUPPORTED,The passage directly states that John André was hanged by the Continental Army.
eb072411-5b53-5985-aea6-61b2aa0650be,hotpot_5adef1b35542993a75d263af_Ethel Houbiers,hotpotqa,Ethel Houbiers,is,a French voice actress,0.85,SUPPORTED,The passage directly states that Ethel Houbiers is a French voice actress.
78bfc53f-f74c-5b84-9a91-8b5d9dd27228,hotpot_5adef1b35542993a75d263af_Ethel Houbiers,hotpotqa,Ethel Houbiers,is_the_french_voice_of,Penélope Cruz,0.85,SUPPORTED,The passage directly states that Ethel Houbiers is the French voice of Penélope Cruz.
c121f5ff-103e-57e4-9f7e-ff133126d99f,hotpot_5adef1b35542993a75d263af_Ethel Houbiers,hotpotqa,Ethel Houbiers,is_the_french_voice_of,Salma Hayek,0.85,ENTITY_ERROR,"The passage states that Ethel Houbiers is the French voice of Salma Hayek, not the other way around."
f47198ee-7dbe-503b-9476-5f3cd9690742,hotpot_5adef1b35542993a75d263af_Salma Hayek,hotpotqa,Salma Hayek,born_on,"September 2, 1966",0.85,SUPPORTED,The passage explicitly states Salma Hayek's birthdate.
045d75ce-e87e-5ada-8fe6-483048bcb20f,hotpot_5adef1b35542993a75d263af_Salma Hayek,hotpotqa,Salma Hayek,nationality,Mexican,0.85,SUPPORTED,The passage explicitly states Salma Hayek's nationality as Mexican.
